,グラフ,順位,チーム,勝点,試合,勝,分,敗,得点,失点,得失点差,直近試合の勝敗,Unnamed: 12,Unnamed: 13,年度,カテゴリ,節,年間勝点順位,総勝点,Unnamed: 14,Unnamed: 15
8,グラフ,9,サンフレッチェ広島,7,5,2,1,2,8,4,4,,,341.0,2020,明治安田生命Ｊ１リーグ,5,,,,
9,グラフ,10,大分トリニータ,7,5,2,1,2,6,5,1,,,440.0,2020,明治安田生命Ｊ１リーグ,5,,,,
10,グラフ,11,ベガルタ仙台,6,5,1,3,1,6,6,0,,,41.0,2020,明治安田生命Ｊ１リーグ,5,,,,
11,グラフ,12,柏レイソル,6,5,2,0,3,9,11,-2,,,122.0,2020,明治安田生命Ｊ１リーグ,5,,,,
12,グラフ,13,横浜ＦＣ,5,5,1,2,2,7,10,-3,,,144.0,2020,明治安田生命Ｊ１リーグ,5,,,,
13,グラフ,14,横浜Ｆ・マリノス,4,5,1,1,3,7,11,-4,,,143.0,2020,明治安田生命Ｊ１リーグ,5,,,,
14,グラフ,15,鹿島アントラーズ,3,5,1,0,4,5,10,-5,,,80.0,2020,明治安田生命Ｊ１リーグ,5,,,,
15,グラフ,16,サガン鳥栖,2,5,0,2,3,0,4,-4,,,412.0,2020,明治安田生命Ｊ１リーグ,5,,,,
16,グラフ,17,湘南ベルマーレ,1,5,0,1,4,6,10,-4,,,147.0,2020,明治安田生命Ｊ１リーグ,5,,,,
17,グラフ,18,清水エスパルス,0,5,0,0,5,4,12,-8,,,221.0,2020,明治安田生命Ｊ１リーグ,5,,,,
0,グラフ,1,川崎フロンターレ,16,6,5,1,0,17,5,12,,,142.0,2020,明治安田生命Ｊ１リーグ,6,,,,
1,グラフ,2,名古屋グランパス,14,6,4,2,0,11,4,7,,,231.0,2020,明治安田生命Ｊ１リーグ,6,,,,
2,グラフ,3,ＦＣ東京,13,6,4,1,1,10,7,3,,,130.0,2020,明治安田生命Ｊ１リーグ,6,,,,
3,グラフ,3,ガンバ大阪,13,6,4,1,1,10,7,3,,,271.0,2020,明治安田生命Ｊ１リーグ,6,,,,
4,グラフ,3,セレッソ大阪,13,6,4,1,1,7,4,3,,,272.0,2020,明治安田生命Ｊ１リーグ,6,,,,
5,グラフ,6,浦和レッズ,10,6,3,1,2,6,9,-3,,,111.0,2020,明治安田生命Ｊ１リーグ,6,,,,
6,グラフ,7,柏レイソル,9,6,3,0,3,13,11,2,,,122.0,2020,明治安田生命Ｊ１リーグ,6,,,,
7,グラフ,8,北海道コンサドーレ札幌,9,6,2,3,1,9,8,1,,,11.0,2020,明治安田生命Ｊ１リーグ,6,,,,
8,グラフ,9,ヴィッセル神戸,9,6,2,3,1,6,6,0,,,281.0,2020,明治安田生命Ｊ１リーグ,6,,,,
9,グラフ,10,サンフレッチェ広島,7,6,2,1,3,8,5,3,,,341.0,2020,明治安田生命Ｊ１リーグ,6,,,,
10,グラフ,11,横浜Ｆ・マリノス,7,6,2,1,3,11,11,0,,,143.0,2020,明治安田生命Ｊ１リーグ,6,,,,
11,グラフ,12,大分トリニータ,7,6,2,1,3,6,8,-2,,,440.0,2020,明治安田生命Ｊ１リーグ,6,,,,
12,グラフ,13,ベガルタ仙台,6,6,1,3,2,8,9,-1,,,41.0,2020,明治安田生命Ｊ１リーグ,6,,,,
13,グラフ,14,横浜ＦＣ,5,6,1,2,3,7,14,-7,,,144.0,2020,明治安田生命Ｊ１リーグ,6,,,,
14,グラフ,15,湘南ベルマーレ,4,6,1,1,4,7,10,-3,,,147.0,2020,明治安田生命Ｊ１リーグ,6,,,,
15,グラフ,16,サガン鳥栖,3,6,0,3,3,1,5,-4,,,412.0,2020,明治安田生命Ｊ１リーグ,6,,,,
16,グラフ,17,鹿島アントラーズ,3,6,1,0,5,5,11,-6,,,80.0,2020,明治安田生命Ｊ１リーグ,6,,,,
17,グラフ,18,清水エスパルス,1,6,0,1,5,5,13,-8,,,221.0,2020,明治安田生命Ｊ１リーグ,6,,,,
0,グラフ,1,川崎フロンターレ,19,7,6,1,0,20,6,14,,,142.0,2020,明治安田生命Ｊ１リーグ,7,,,,
1,グラフ,2,ガンバ大阪,16,7,5,1,1,12,7,5,,,271.0,2020,明治安田生命Ｊ１リーグ,7,,,,
2,グラフ,3,名古屋グランパス,14,6,4,2,0,11,4,7,,,231.0,2020,明治安田生命Ｊ１リーグ,7,,,,
3,グラフ,4,ＦＣ東京,14,7,4,2,1,12,9,3,,,130.0,2020,明治安田生命Ｊ１リーグ,7,,,,
4,グラフ,4,セレッソ大阪,14,7,4,2,1,8,5,3,,,272.0,2020,明治安田生命Ｊ１リーグ,7,,,,
5,グラフ,6,浦和レッズ,13,7,4,1,2,8,9,-1,,,111.0,2020,明治安田生命Ｊ１リーグ,7,,,,
6,グラフ,7,柏レイソル,12,7,4,0,3,18,12,6,,,122.0,2020,明治安田生命Ｊ１リーグ,7,,,,
7,グラフ,8,北海道コンサドーレ札幌,12,7,3,3,1,12,9,3,,,11.0,2020,明治安田生命Ｊ１リーグ,7,,,,
8,グラフ,9,ヴィッセル神戸,9,7,2,3,2,6,8,-2,,,281.0,2020,明治安田生命Ｊ１リーグ,7,,,,
9,グラフ,10,サンフレッチェ広島,7,6,2,1,3,8,5,3,,,341.0,2020,明治安田生命Ｊ１リーグ,7,,,,
10,グラフ,11,横浜Ｆ・マリノス,7,7,2,1,4,12,14,-2,,,143.0,2020,明治安田生命Ｊ１リーグ,7,,,,
11,グラフ,12,大分トリニータ,7,7,2,1,4,8,12,-4,,,440.0,2020,明治安田生命Ｊ１リーグ,7,,,,
12,グラフ,13,ベガルタ仙台,6,7,1,3,3,9,14,-5,,,41.0,2020,明治安田生命Ｊ１リーグ,7,,,,
13,グラフ,14,横浜ＦＣ,5,7,1,2,4,7,16,-9,,,144.0,2020,明治安田生命Ｊ１リーグ,7,,,,
14,グラフ,15,サガン鳥栖,4,7,0,4,3,2,6,-4,,,412.0,2020,明治安田生命Ｊ１リーグ,7,,,,
15,グラフ,16,湘南ベルマーレ,4,7,1,1,5,8,13,-5,,,147.0,2020,明治安田生命Ｊ１リーグ,7,,,,
16,グラフ,17,鹿島アントラーズ,4,7,1,1,5,7,13,-6,,,80.0,2020,明治安田生命Ｊ１リーグ,7,,,,
17,グラフ,17,清水エスパルス,4,7,1,1,5,9,15,-6,,,221.0,2020,明治安田生命Ｊ１リーグ,7,,,,
0,グラフ,1,川崎フロンターレ,22,8,7,1,0,21,6,15,,,142.0,2020,明治安田生命Ｊ１リーグ,8,,,,
1,グラフ,2,セレッソ大阪,17,8,5,2,1,9,5,4,,,272.0,2020,明治安田生命Ｊ１リーグ,8,,,,
2,グラフ,3,ガンバ大阪,16,8,5,1,2,12,8,4,,,271.0,2020,明治安田生命Ｊ１リーグ,8,,,,
3,グラフ,4,柏レイソル,15,8,5,0,3,19,12,7,,,122.0,2020,明治安田生命Ｊ１リーグ,8,,,,
4,グラフ,5,名古屋グランパス,14,7,4,2,1,11,5,6,,,231.0,2020,明治安田生命Ｊ１リーグ,8,,,,
5,グラフ,6,ＦＣ東京,14,8,4,2,2,14,12,2,,,130.0,2020,明治安田生命Ｊ１リーグ,8,,,,
6,グラフ,7,浦和レッズ,14,8,4,2,2,9,10,-1,,,111.0,2020,明治安田生命Ｊ１リーグ,8,,,,
7,グラフ,8,北海道コンサドーレ札幌,12,8,3,3,2,14,12,2,,,11.0,2020,明治安田生命Ｊ１リーグ,8,,,,
8,グラフ,9,ヴィッセル神戸,12,8,3,3,2,9,10,-1,,,281.0,2020,明治安田生命Ｊ１リーグ,8,,,,
9,グラフ,10,サンフレッチェ広島,10,7,3,1,3,10,5,5,,,341.0,2020,明治安田生命Ｊ１リーグ,8,,,,
10,グラフ,11,横浜Ｆ・マリノス,10,8,3,1,4,13,14,-1,,,143.0,2020,明治安田生命Ｊ１リーグ,8,,,,
11,グラフ,12,鹿島アントラーズ,7,8,2,1,5,11,14,-3,,,80.0,2020,明治安田生命Ｊ１リーグ,8,,,,
12,グラフ,12,サガン鳥栖,7,8,1,4,3,5,8,-3,,,412.0,2020,明治安田生命Ｊ１リーグ,8,,,,
13,グラフ,14,大分トリニータ,7,8,2,1,5,9,16,-7,,,440.0,2020,明治安田生命Ｊ１リーグ,8,,,,
14,グラフ,15,ベガルタ仙台,6,8,1,3,4,9,15,-6,,,41.0,2020,明治安田生命Ｊ１リーグ,8,,,,
15,グラフ,16,清水エスパルス,5,8,1,2,5,10,16,-6,,,221.0,2020,明治安田生命Ｊ１リーグ,8,,,,
16,グラフ,17,横浜ＦＣ,5,8,1,2,5,7,18,-11,,,144.0,2020,明治安田生命Ｊ１リーグ,8,,,,
17,グラフ,18,湘南ベルマーレ,4,8,1,1,6,8,14,-6,,,147.0,2020,明治安田生命Ｊ１リーグ,8,,,,
0,グラフ,1,川崎フロンターレ,25,9,8,1,0,23,6,17,,,142.0,2020,明治安田生命Ｊ１リーグ,9,,,,
1,グラフ,2,ガンバ大阪,19,9,6,1,2,14,9,5,,,271.0,2020,明治安田生命Ｊ１リーグ,9,,,,
2,グラフ,3,セレッソ大阪,18,9,5,3,1,9,5,4,,,272.0,2020,明治安田生命Ｊ１リーグ,9,,,,
3,グラフ,4,名古屋グランパス,17,8,5,2,1,17,7,10,,,231.0,2020,明治安田生命Ｊ１リーグ,9,,,,
4,グラフ,5,柏レイソル,16,9,5,1,3,20,13,7,,,122.0,2020,明治安田生命Ｊ１リーグ,9,,,,
5,グラフ,6,ＦＣ東京,15,9,4,3,2,14,12,2,,,130.0,2020,明治安田生命Ｊ１リーグ,9,,,,
6,グラフ,7,浦和レッズ,14,9,4,2,3,11,16,-5,,,111.0,2020,明治安田生命Ｊ１リーグ,9,,,,
7,グラフ,8,サンフレッチェ広島,13,8,4,1,3,11,5,6,,,341.0,2020,明治安田生命Ｊ１リーグ,9,,,,
8,グラフ,9,北海道コンサドーレ札幌,12,9,3,3,3,15,15,0,,,11.0,2020,明治安田生命Ｊ１リーグ,9,,,,
9,グラフ,10,ヴィッセル神戸,12,9,3,3,3,10,12,-2,,,281.0,2020,明治安田生命Ｊ１リーグ,9,,,,
10,グラフ,11,横浜Ｆ・マリノス,11,9,3,2,4,14,15,-1,,,143.0,2020,明治安田生命Ｊ１リーグ,9,,,,
11,グラフ,12,鹿島アントラーズ,10,9,3,1,5,13,14,-1,,,80.0,2020,明治安田生命Ｊ１リーグ,9,,,,
12,グラフ,13,ベガルタ仙台,9,9,2,3,4,11,16,-5,,,41.0,2020,明治安田生命Ｊ１リーグ,9,,,,
13,グラフ,14,清水エスパルス,8,9,2,2,5,13,17,-4,,,221.0,2020,明治安田生命Ｊ１リーグ,9,,,,
14,グラフ,15,サガン鳥栖,7,9,1,4,4,5,10,-5,,,412.0,2020,明治安田生命Ｊ１リーグ,9,,,,
15,グラフ,16,大分トリニータ,7,9,2,1,6,9,18,-9,,,440.0,2020,明治安田生命Ｊ１リーグ,9,,,,
16,グラフ,17,横浜ＦＣ,5,9,1,2,6,8,20,-12,,,144.0,2020,明治安田生命Ｊ１リーグ,9,,,,
17,グラフ,18,湘南ベルマーレ,4,9,1,1,7,8,15,-7,,,147.0,2020,明治安田生命Ｊ１リーグ,9,,,,
0,グラフ,1,川崎フロンターレ,28,10,9,1,0,29,7,22,,,142.0,2020,明治安田生命Ｊ１リーグ,10,,,,
1,グラフ,2,セレッソ大阪,21,10,6,3,1,12,6,6,,,272.0,2020,明治安田生命Ｊ１リーグ,10,,,,
2,グラフ,3,ガンバ大阪,19,9,6,1,2,14,9,5,,,271.0,2020,明治安田生命Ｊ１リーグ,10,,,,
3,グラフ,4,ＦＣ東京,18,10,5,3,2,15,12,3,,,130.0,2020,明治安田生命Ｊ１リーグ,10,,,,
4,グラフ,5,名古屋グランパス,17,9,5,2,2,17,8,9,,,231.0,2020,明治安田生命Ｊ１リーグ,10,,,,
5,グラフ,6,浦和レッズ,17,10,5,2,3,12,16,-4,,,111.0,2020,明治安田生命Ｊ１リーグ,10,,,,
6,グラフ,7,柏レイソル,16,10,5,1,4,21,16,5,,,122.0,2020,明治安田生命Ｊ１リーグ,10,,,,
7,グラフ,8,サンフレッチェ広島,13,9,4,1,4,11,6,5,,,341.0,2020,明治安田生命Ｊ１リーグ,10,,,,
8,グラフ,9,ヴィッセル神戸,13,10,3,4,3,12,14,-2,,,281.0,2020,明治安田生命Ｊ１リーグ,10,,,,
9,グラフ,10,北海道コンサドーレ札幌,12,10,3,3,4,16,21,-5,,,11.0,2020,明治安田生命Ｊ１リーグ,10,,,,
10,グラフ,11,鹿島アントラーズ,11,10,3,2,5,15,16,-1,,,80.0,2020,明治安田生命Ｊ１リーグ,10,,,,
11,グラフ,12,横浜Ｆ・マリノス,11,10,3,2,5,14,16,-2,,,143.0,2020,明治安田生命Ｊ１リーグ,10,,,,
12,グラフ,13,ベガルタ仙台,10,10,2,4,4,11,16,-5,,,41.0,2020,明治安田生命Ｊ１リーグ,10,,,,
13,グラフ,14,大分トリニータ,10,10,3,1,6,10,18,-8,,,440.0,2020,明治安田生命Ｊ１リーグ,10,,,,
14,グラフ,15,清水エスパルス,9,10,2,3,5,13,17,-4,,,221.0,2020,明治安田生命Ｊ１リーグ,10,,,,
15,グラフ,16,横浜ＦＣ,8,10,2,2,6,12,22,-10,,,144.0,2020,明治安田生命Ｊ１リーグ,10,,,,
16,グラフ,17,サガン鳥栖,7,9,1,4,4,5,10,-5,,,412.0,2020,明治安田生命Ｊ１リーグ,10,,,,
17,グラフ,18,湘南ベルマーレ,4,10,1,1,8,10,19,-9,,,147.0,2020,明治安田生命Ｊ１リーグ,10,,,,
0,グラフ,1,川崎フロンターレ,31,11,10,1,0,34,9,25,,,142.0,2020,明治安田生命Ｊ１リーグ,11,,,,
1,グラフ,2,セレッソ大阪,21,11,6,3,2,14,11,3,,,272.0,2020,明治安田生命Ｊ１リーグ,11,,,,
2,グラフ,3,名古屋グランパス,20,10,6,2,2,18,8,10,,,231.0,2020,明治安田生命Ｊ１リーグ,11,,,,
3,グラフ,4,浦和レッズ,20,11,6,2,3,15,17,-2,,,111.0,2020,明治安田生命Ｊ１リーグ,11,,,,
4,グラフ,5,柏レイソル,19,11,6,1,4,24,18,6,,,122.0,2020,明治安田生命Ｊ１リーグ,11,,,,
5,グラフ,6,ＦＣ東京,19,11,5,4,2,18,15,3,,,130.0,2020,明治安田生命Ｊ１リーグ,11,,,,
6,グラフ,6,ガンバ大阪,19,10,6,1,3,15,12,3,,,271.0,2020,明治安田生命Ｊ１リーグ,11,,,,
7,グラフ,8,サンフレッチェ広島,14,10,4,2,4,14,9,5,,,341.0,2020,明治安田生命Ｊ１リーグ,11,,,,
8,グラフ,9,横浜Ｆ・マリノス,14,11,4,2,5,18,19,-1,,,143.0,2020,明治安田生命Ｊ１リーグ,11,,,,
9,グラフ,10,ヴィッセル神戸,13,11,3,4,4,14,17,-3,,,281.0,2020,明治安田生命Ｊ１リーグ,11,,,,
10,グラフ,11,北海道コンサドーレ札幌,13,11,3,4,4,17,22,-5,,,11.0,2020,明治安田生命Ｊ１リーグ,11,,,,
11,グラフ,12,鹿島アントラーズ,11,11,3,2,6,15,17,-2,,,80.0,2020,明治安田生命Ｊ１リーグ,11,,,,
12,グラフ,13,大分トリニータ,11,11,3,2,6,11,19,-8,,,440.0,2020,明治安田生命Ｊ１リーグ,11,,,,
13,グラフ,14,横浜ＦＣ,11,11,3,2,6,13,22,-9,,,144.0,2020,明治安田生命Ｊ１リーグ,11,,,,
14,グラフ,15,ベガルタ仙台,10,10,2,4,4,11,16,-5,,,41.0,2020,明治安田生命Ｊ１リーグ,11,,,,
15,グラフ,16,清水エスパルス,9,11,2,3,6,16,21,-5,,,221.0,2020,明治安田生命Ｊ１リーグ,11,,,,
16,グラフ,17,サガン鳥栖,7,9,1,4,4,5,10,-5,,,412.0,2020,明治安田生命Ｊ１リーグ,11,,,,
17,グラフ,18,湘南ベルマーレ,4,11,1,1,9,10,20,-10,,,147.0,2020,明治安田生命Ｊ１リーグ,11,,,,
0,グラフ,1,川崎フロンターレ,31,12,10,1,1,34,10,24,,,142.0,2020,明治安田生命Ｊ１リーグ,12,,,,
1,グラフ,2,セレッソ大阪,24,12,7,3,2,16,12,4,,,272.0,2020,明治安田生命Ｊ１リーグ,12,,,,
2,グラフ,3,名古屋グランパス,23,11,7,2,2,19,8,11,,,231.0,2020,明治安田生命Ｊ１リーグ,12,,,,
3,グラフ,4,ＦＣ東京,22,12,6,4,2,21,15,6,,,130.0,2020,明治安田生命Ｊ１リーグ,12,,,,
4,グラフ,5,柏レイソル,20,12,6,2,4,24,18,6,,,122.0,2020,明治安田生命Ｊ１リーグ,12,,,,
5,グラフ,6,ガンバ大阪,20,11,6,2,3,16,13,3,,,271.0,2020,明治安田生命Ｊ１リーグ,12,,,,
6,グラフ,7,浦和レッズ,20,12,6,2,4,16,19,-3,,,111.0,2020,明治安田生命Ｊ１リーグ,12,,,,
7,グラフ,8,横浜Ｆ・マリノス,17,12,5,2,5,21,20,1,,,143.0,2020,明治安田生命Ｊ１リーグ,12,,,,
8,グラフ,9,ヴィッセル神戸,16,12,4,4,4,16,18,-2,,,281.0,2020,明治安田生命Ｊ１リーグ,12,,,,
9,グラフ,10,サンフレッチェ広島,14,11,4,2,5,15,12,3,,,341.0,2020,明治安田生命Ｊ１リーグ,12,,,,
10,グラフ,11,横浜ＦＣ,14,12,4,2,6,16,24,-8,,,144.0,2020,明治安田生命Ｊ１リーグ,12,,,,
11,グラフ,12,北海道コンサドーレ札幌,13,11,3,4,4,17,22,-5,,,11.0,2020,明治安田生命Ｊ１リーグ,12,,,,
12,グラフ,13,鹿島アントラーズ,12,12,3,3,6,16,18,-2,,,80.0,2020,明治安田生命Ｊ１リーグ,12,,,,
13,グラフ,14,大分トリニータ,12,12,3,3,6,11,19,-8,,,440.0,2020,明治安田生命Ｊ１リーグ,12,,,,
14,グラフ,15,ベガルタ仙台,10,11,2,4,5,12,18,-6,,,41.0,2020,明治安田生命Ｊ１リーグ,12,,,,
15,グラフ,16,清水エスパルス,9,12,2,3,7,18,24,-6,,,221.0,2020,明治安田生命Ｊ１リーグ,12,,,,
16,グラフ,17,サガン鳥栖,7,9,1,4,4,5,10,-5,,,412.0,2020,明治安田生命Ｊ１リーグ,12,,,,
17,グラフ,18,湘南ベルマーレ,4,12,1,1,10,10,23,-13,,,147.0,2020,明治安田生命Ｊ１リーグ,12,,,,
0,グラフ,1,川崎フロンターレ,35,14,11,2,1,41,12,29,,,142.0,2020,明治安田生命Ｊ１リーグ,13,,,,
1,グラフ,2,セレッソ大阪,27,13,8,3,2,18,13,5,,,272.0,2020,明治安田生命Ｊ１リーグ,13,,,,
2,グラフ,3,ＦＣ東京,25,14,7,4,3,25,18,7,,,130.0,2020,明治安田生命Ｊ１リーグ,13,,,,
3,グラフ,4,名古屋グランパス,24,12,7,3,2,19,8,11,,,231.0,2020,明治安田生命Ｊ１リーグ,13,,,,
4,グラフ,5,浦和レッズ,23,13,7,2,4,18,20,-2,,,111.0,2020,明治安田生命Ｊ１リーグ,13,,,,
5,グラフ,6,横浜Ｆ・マリノス,21,14,6,3,5,28,24,4,,,143.0,2020,明治安田生命Ｊ１リーグ,13,,,,
6,グラフ,7,柏レイソル,20,13,6,2,5,26,21,5,,,122.0,2020,明治安田生命Ｊ１リーグ,13,,,,
7,グラフ,8,ガンバ大阪,20,12,6,2,4,17,16,1,,,271.0,2020,明治安田生命Ｊ１リーグ,13,,,,
8,グラフ,9,鹿島アントラーズ,18,14,5,3,6,21,21,0,,,80.0,2020,明治安田生命Ｊ１リーグ,13,,,,
9,グラフ,10,ヴィッセル神戸,18,14,4,6,4,21,23,-2,,,281.0,2020,明治安田生命Ｊ１リーグ,13,,,,
10,グラフ,11,サンフレッチェ広島,15,12,4,3,5,16,13,3,,,341.0,2020,明治安田生命Ｊ１リーグ,13,,,,
11,グラフ,12,北海道コンサドーレ札幌,14,13,3,5,5,18,26,-8,,,11.0,2020,明治安田生命Ｊ１リーグ,13,,,,
12,グラフ,13,横浜ＦＣ,14,13,4,2,7,17,26,-9,,,144.0,2020,明治安田生命Ｊ１リーグ,13,,,,
13,グラフ,14,大分トリニータ,12,13,3,3,7,12,21,-9,,,440.0,2020,明治安田生命Ｊ１リーグ,13,,,,
14,グラフ,15,ベガルタ仙台,11,12,2,5,5,13,19,-6,,,41.0,2020,明治安田生命Ｊ１リーグ,13,,,,
15,グラフ,16,清水エスパルス,9,13,2,3,8,18,29,-11,,,221.0,2020,明治安田生命Ｊ１リーグ,13,,,,
16,グラフ,17,サガン鳥栖,7,9,1,4,4,5,10,-5,,,412.0,2020,明治安田生命Ｊ１リーグ,13,,,,
17,グラフ,18,湘南ベルマーレ,4,12,1,1,10,10,23,-13,,,147.0,2020,明治安田生命Ｊ１リーグ,13,,,,
0,グラフ,1,川崎フロンターレ,38,15,12,2,1,44,13,31,,,142.0,2020,明治安田生命Ｊ１リーグ,14,,,,
1,グラフ,2,セレッソ大阪,30,14,9,3,2,21,13,8,,,272.0,2020,明治安田生命Ｊ１リーグ,14,,,,
2,グラフ,3,ＦＣ東京,28,15,8,4,3,26,18,8,,,130.0,2020,明治安田生命Ｊ１リーグ,14,,,,
3,グラフ,4,名古屋グランパス,24,13,7,3,3,20,11,9,,,231.0,2020,明治安田生命Ｊ１リーグ,14,,,,
4,グラフ,5,柏レイソル,23,14,7,2,5,28,22,6,,,122.0,2020,明治安田生命Ｊ１リーグ,14,,,,
5,グラフ,6,ガンバ大阪,23,13,7,2,4,21,17,4,,,271.0,2020,明治安田生命Ｊ１リーグ,14,,,,
6,グラフ,7,浦和レッズ,23,14,7,2,5,18,23,-5,,,111.0,2020,明治安田生命Ｊ１リーグ,14,,,,
7,グラフ,8,横浜Ｆ・マリノス,21,15,6,3,6,29,27,2,,,143.0,2020,明治安田生命Ｊ１リーグ,14,,,,
8,グラフ,9,鹿島アントラーズ,21,15,6,3,6,24,22,2,,,80.0,2020,明治安田生命Ｊ１リーグ,14,,,,
9,グラフ,10,ヴィッセル神戸,19,15,4,7,4,22,24,-2,,,281.0,2020,明治安田生命Ｊ１リーグ,14,,,,
10,グラフ,11,サンフレッチェ広島,18,13,5,3,5,18,13,5,,,341.0,2020,明治安田生命Ｊ１リーグ,14,,,,
11,グラフ,12,北海道コンサドーレ札幌,14,14,3,5,6,18,28,-10,,,11.0,2020,明治安田生命Ｊ１リーグ,14,,,,
12,グラフ,13,横浜ＦＣ,14,14,4,2,8,17,29,-12,,,144.0,2020,明治安田生命Ｊ１リーグ,14,,,,
13,グラフ,14,大分トリニータ,12,14,3,3,8,12,22,-10,,,440.0,2020,明治安田生命Ｊ１リーグ,14,,,,
14,グラフ,15,ベガルタ仙台,11,13,2,5,6,14,23,-9,,,41.0,2020,明治安田生命Ｊ１リーグ,14,,,,
15,グラフ,16,サガン鳥栖,10,10,2,4,4,8,10,-2,,,412.0,2020,明治安田生命Ｊ１リーグ,14,,,,
16,グラフ,17,清水エスパルス,9,14,2,3,9,19,31,-12,,,221.0,2020,明治安田生命Ｊ１リーグ,14,,,,
17,グラフ,18,湘南ベルマーレ,5,13,1,2,10,11,24,-13,,,147.0,2020,明治安田生命Ｊ１リーグ,14,,,,
0,グラフ,1,川崎フロンターレ,41,16,13,2,1,47,15,32,,,142.0,2020,明治安田生命Ｊ１リーグ,15,,,,
1,グラフ,2,セレッソ大阪,33,15,10,3,2,23,13,10,,,272.0,2020,明治安田生命Ｊ１リーグ,15,,,,
2,グラフ,3,ＦＣ東京,31,16,9,4,3,28,19,9,,,130.0,2020,明治安田生命Ｊ１リーグ,15,,,,
3,グラフ,4,名古屋グランパス,27,14,8,3,3,22,12,10,,,231.0,2020,明治安田生命Ｊ１リーグ,15,,,,
4,グラフ,5,柏レイソル,26,15,8,2,5,31,22,9,,,122.0,2020,明治安田生命Ｊ１リーグ,15,,,,
5,グラフ,6,鹿島アントラーズ,24,16,7,3,6,26,23,3,,,80.0,2020,明治安田生命Ｊ１リーグ,15,,,,
6,グラフ,7,浦和レッズ,24,15,7,3,5,20,25,-5,,,111.0,2020,明治安田生命Ｊ１リーグ,15,,,,
7,グラフ,8,ガンバ大阪,23,14,7,2,5,21,20,1,,,271.0,2020,明治安田生命Ｊ１リーグ,15,,,,
8,グラフ,9,サンフレッチェ広島,21,14,6,3,5,22,14,8,,,341.0,2020,明治安田生命Ｊ１リーグ,15,,,,
9,グラフ,10,横浜Ｆ・マリノス,21,16,6,3,7,30,29,1,,,143.0,2020,明治安田生命Ｊ１リーグ,15,,,,
10,グラフ,11,ヴィッセル神戸,19,16,4,7,5,24,27,-3,,,281.0,2020,明治安田生命Ｊ１リーグ,15,,,,
11,グラフ,12,北海道コンサドーレ札幌,14,15,3,5,7,18,30,-12,,,11.0,2020,明治安田生命Ｊ１リーグ,15,,,,
12,グラフ,13,横浜ＦＣ,14,15,4,2,9,18,31,-13,,,144.0,2020,明治安田生命Ｊ１リーグ,15,,,,
13,グラフ,14,大分トリニータ,13,15,3,4,8,14,24,-10,,,440.0,2020,明治安田生命Ｊ１リーグ,15,,,,
14,グラフ,15,サガン鳥栖,11,11,2,5,4,10,12,-2,,,412.0,2020,明治安田生命Ｊ１リーグ,15,,,,
15,グラフ,16,ベガルタ仙台,11,14,2,5,7,15,25,-10,,,41.0,2020,明治安田生命Ｊ１リーグ,15,,,,
16,グラフ,17,清水エスパルス,9,15,2,3,10,20,35,-15,,,221.0,2020,明治安田生命Ｊ１リーグ,15,,,,
17,グラフ,18,湘南ベルマーレ,6,14,1,3,10,13,26,-13,,,147.0,2020,明治安田生命Ｊ１リーグ,15,,,,
0,グラフ,1,川崎フロンターレ,44,17,14,2,1,52,16,36,,,142.0,2020,明治安田生命Ｊ１リーグ,16,,,,
1,グラフ,2,セレッソ大阪,36,16,11,3,2,25,14,11,,,272.0,2020,明治安田生命Ｊ１リーグ,16,,,,
2,グラフ,3,ＦＣ東京,32,17,9,5,3,30,21,9,,,130.0,2020,明治安田生命Ｊ１リーグ,16,,,,
3,グラフ,4,名古屋グランパス,27,15,8,3,4,24,15,9,,,231.0,2020,明治安田生命Ｊ１リーグ,16,,,,
4,グラフ,5,鹿島アントラーズ,27,17,8,3,6,28,24,4,,,80.0,2020,明治安田生命Ｊ１リーグ,16,,,,
5,グラフ,6,浦和レッズ,27,16,8,3,5,24,28,-4,,,111.0,2020,明治安田生命Ｊ１リーグ,16,,,,
6,グラフ,7,柏レイソル,26,16,8,2,6,32,24,8,,,122.0,2020,明治安田生命Ｊ１リーグ,16,,,,
7,グラフ,8,ガンバ大阪,23,15,7,2,6,21,21,0,,,271.0,2020,明治安田生命Ｊ１リーグ,16,,,,
8,グラフ,9,サンフレッチェ広島,21,15,6,3,6,23,19,4,,,341.0,2020,明治安田生命Ｊ１リーグ,16,,,,
9,グラフ,10,横浜Ｆ・マリノス,21,17,6,3,8,31,31,0,,,143.0,2020,明治安田生命Ｊ１リーグ,16,,,,
10,グラフ,11,ヴィッセル神戸,20,17,4,8,5,26,29,-3,,,281.0,2020,明治安田生命Ｊ１リーグ,16,,,,
11,グラフ,12,横浜ＦＣ,17,16,5,2,9,21,33,-12,,,144.0,2020,明治安田生命Ｊ１リーグ,16,,,,
12,グラフ,13,大分トリニータ,16,16,4,4,8,17,24,-7,,,440.0,2020,明治安田生命Ｊ１リーグ,16,,,,
13,グラフ,14,サガン鳥栖,14,12,3,5,4,12,13,-1,,,412.0,2020,明治安田生命Ｊ１リーグ,16,,,,
14,グラフ,15,北海道コンサドーレ札幌,14,16,3,5,8,21,34,-13,,,11.0,2020,明治安田生命Ｊ１リーグ,16,,,,
